"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-01 ~ 2024-08-31"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"3024","경기도 고양시 일산서구 대화동","2***","12m미만","50.00","월세","202408","29","8,000","32","2008","일산로803번길","202411~202611","신규","-","","","단독다가구"
"3025","울산광역시 울주군 범서읍 구영리","7**","25m미만","33.06","월세","202408","29","500","39","2009","점촌2길","202409~202509","신규","-","","","단독다가구"
"3026","경기도 부천시 소사구 소사본동","2**","8m미만","31.00","월세","202408","29","300","35","1992","은성로76번길","202409~202608","신규","-","","","단독다가구"
"3027","경기도 고양시 일산서구 대화동","2***","8m미만","25.00","월세","202408","29","300","35","2002","호수로856번길","202409~202609","신규","-","","","단독다가구"
"3028","경기도 고양시 일산서구 대화동","2***","12m미만","99.81","월세","202408","29","1,000","60","1997","일산로741번길","202409~202609","신규","-","","","단독다가구"
"3029","경기도 부천시 소사구 소사본동","1**","8m미만","29.00","전세","202408","29","2,800","0","1987","은성로29번길","202409~202609","신규","-","","","단독다가구"
"3030","제주특별자치도 서귀포시 표선면 표선리","7**","8m미만","99.00","월세","202408","29","1,000","83","","표선관정로104번길","202409~202509","신규","-","","","단독다가구"
"3031","경기도 고양시 일산동구 정발산동","1***","12m미만","55.00","전세","202408","29","10,000","0","1998","일산로463번길","202410~202610","신규","-","","","단독다가구"
"3032","경기도 고양시 일산동구 정발산동","1***","8m미만","104.94","전세","202408","29","18,000","0","1995","일산로380번길","202410~202610","신규","-","","","단독다가구"
"3033","경기도 안성시 죽산면 죽산리","6**","8m미만","27.44","전세","202408","29","5,700","0","2016","죽산초교길","202409~202609","신규","-","","","단독다가구"
"3034","경기도 광주시 초월읍 신월리","4**","12m미만","59.00","월세","202408","29","1,000","60","","산수로","202408~202608","신규","-","","","단독다가구"
"3035","전라남도 구례군 토지면 구산리","1**","12m미만","138.38","월세","202408","29","2,000","50","2018","섬진강대로","202408~202702","신규","-","","","단독다가구"
"3036","전라남도 장흥군 장흥읍 예양리","1**","8m미만","42.00","월세","202408","29","100","45","2017","남외예양길","202408~202508","신규","-","","","단독다가구"
"3037","경기도 평택시 팽성읍 근내리","2**","8m미만","160.92","월세","202408","29","1,000","100","2010","신흥길","202409~202508","신규","-","","","단독다가구"
"3038","전라남도 해남군 해남읍 구교리","3**","12m미만","40.00","월세","202408","29","500","45","2015","서성2길","202409~202509","신규","-","","","단독다가구"
"3039","경기도 평택시 팽성읍 안정리","3*","8m미만","69.88","월세","202408","29","300","30","","안정로49번길","202409~202609","신규","-","","","단독다가구"
"3040","경기도 부천시 오정구 원종동","3**","8m미만","204.12","월세","202408","29","400","35","1989","고강로40번가길","202408~202608","신규","-","","","단독다가구"
"3041","경기도 부천시 소사구 심곡본동","7**","8m미만","30.00","월세","202408","29","500","55","","경인로284번길","202408~202608","신규","-","","","단독다가구"
"3042","전라남도 해남군 화원면 영호리","5**","8m미만","92.10","월세","202408","29","500","20","","구지길","202410~202709","신규","-","","","단독다가구"
"3043","경기도 양평군 양평읍 백안리","5**","8m미만","33.00","전세","202408","29","5,000","0","2014","은행길","-","-","-","","","단독다가구"
"3044","경기도 용인시 수지구 죽전동","8**","8m미만","24.78","월세","202408","29","1,000","50","2003","용구대로2787번길","202409~202509","신규","-","","","단독다가구"
"3045","충청북도 음성군 금왕읍 무극리","1**","8m미만","30.00","월세","202408","29","300","38","2016","무극로333번길","202408~202502","신규","-","","","단독다가구"
"3046","경기도 고양시 일산서구 대화동","2***","25m미만","55.00","월세","202408","29","3,000","60","1996","일산로636번길","202410~202610","신규","-","","","단독다가구"
"3047","경상남도 창원시 성산구 사파동","3*","12m미만","241.06","월세","202408","29","300","30","2011","비음로27번길","202409~202509","신규","-","","","단독다가구"
"3048","전북특별자치도 전주시 완산구 효자동3가","1***","12m미만","30.00","전세","202408","29","3,000","0","2002","서곡1길","202408~202608","신규","-","","","단독다가구"
"3049","전라남도 진도군 진도읍 쌍정리","1**","8m미만","73.87","전세","202408","29","5,000","0","","쌍정2길","-","-","-","","","단독다가구"
"3050","경기도 화성시 남양읍 북양리","5**","12m미만","26.00","월세","202408","29","100","47","2005","주석로184번길","202408~202508","신규","-","","","단독다가구"
"3051","제주특별자치도 서귀포시 대정읍 상모리","3***","12m미만","36.00","월세","202408","29","200","50","2017","영서중로","202408~202608","갱신","-","200","40","단독다가구"
"3052","전북특별자치도 전주시 완산구 효자동3가","1***","12m미만","83.65","전세","202408","29","12,000","0","2011","서곡6길","202409~202609","신규","-","","","단독다가구"
"3053","경상남도 창원시 성산구 성주동","1**","25m미만","59.40","월세","202408","29","1,000","52","2012","외리로14번길","202410~202610","신규","-","","","단독다가구"
"3054","경기도 용인시 수지구 죽전동","1***","25m미만","24.00","월세","202408","29","1,000","55","2009","푸른솔로","202409~202609","신규","-","","","단독다가구"
"3055","경상남도 창원시 성산구 신월동","1*","12m미만","26.45","월세","202408","29","1,000","50","2015","상남로230번길","-","-","-","","","단독다가구"
"3056","경기도 화성시 향남읍 구문천리","2**","8m미만","30.00","월세","202408","29","200","32","2009","발안공단로5길","202409~202509","신규","-","","","단독다가구"
"3057","강원특별자치도 동해시 천곡동","9**","25m미만","138.24","월세","202408","29","1,000","70","2016","감추로","202410~202510","신규","-","","","단독다가구"
"3058","제주특별자치도 제주시 한경면 신창리","4**","8m미만","114.18","월세","202408","29","500","67","2024","신창2길","202409~202509","신규","-","","","단독다가구"
"3059","제주특별자치도 제주시 조천읍 함덕리","2***","8m미만","60.00","월세","202408","29","500","68","2020","함덕서1길","202409~202509","신규","-","","","단독다가구"
"3060","제주특별자치도 제주시 구좌읍 세화리","1***","25m이상","26.00","월세","202408","29","300","55","2019","세화4길","202409~202508","신규","-","","","단독다가구"
"3061","경상북도 경산시 하양읍 금락리","1**","8m미만","19.80","월세","202408","29","30","23","2005","문화로4길","202409~202502","신규","-","","","단독다가구"
"3062","충청북도 진천군 덕산읍 산수리","1**","8m미만","25.00","월세","202408","29","500","35","2019","산수산단로","202409~202509","신규","-","","","단독다가구"
"3063","경기도 수원시 권선구 금곡동","1***","12m미만","78.00","전세","202408","29","18,000","0","2015","서수원로523번길","202410~202610","신규","-","","","단독다가구"
"3064","경기도 용인시 기흥구 구갈동","5**","12m미만","43.00","월세","202408","29","2,000","70","2017","강남서로68번길","202409~202609","신규","-","","","단독다가구"
"3065","경기도 용인시 기흥구 구갈동","3**","8m미만","26.00","월세","202408","29","300","42","1996","기흥로30번길","-","-","-","","","단독다가구"
"3066","경기도 부천시 소사구 괴안동","1**","8m미만","23.14","전세","202408","29","9,000","0","2017","경인로497번길","202409~202602","신규","-","","","단독다가구"
"3067","경기도 고양시 일산동구 정발산동","1***","8m미만","40.00","월세","202408","29","3,000","35","","일산로441번길","202409~202609","신규","-","","","단독다가구"
"3068","경기도 고양시 일산동구 정발산동","1***","8m미만","129.25","전세","202408","29","20,000","0","1997","무궁화로187번길","202410~202610","신규","-","","","단독다가구"
"3069","제주특별자치도 제주시 애월읍 유수암리","2***","8m미만","89.05","월세","202408","29","1,900","158","2016","광상로","202409~202701","신규","-","","","단독다가구"
"3070","경기도 평택시 안중읍 안중리","4**","25m미만","21.66","월세","202408","29","500","53","","송담9길","202409~202609","신규","-","","","단독다가구"
"3071","전북특별자치도 익산시 모현동1가","6**","8m미만","79.47","월세","202408","29","3,000","60","1981","배산로12길","202412~202612","신규","-","","","단독다가구"
"3072","경기도 이천시 호법면 후안리","2**","8m미만","32.12","월세","202408","29","500","63","2022","이섭대천로559번길","202409~202509","신규","-","","","단독다가구"
"3073","경기도 용인시 기흥구 농서동","4**","12m미만","54.00","전세","202408","29","14,000","0","2013","서천동로83번길","202410~202610","신규","-","","","단독다가구"
"3074","경기도 화성시 봉담읍 수기리","*","8m미만","28.00","월세","202408","29","200","28","2002","고시길","-","-","-","","","단독다가구"
"3075","경기도 고양시 일산동구 마두동","8**","8m미만","52.00","월세","202408","29","2,000","63","1997","일산로286번길","202409~202609","갱신","사용","2,000","60","단독다가구"
"3076","경기도 평택시 안중읍 안중리","4**","12m미만","20.30","월세","202408","29","1,000","50","2021","송담9길","202408~202508","신규","-","","","단독다가구"
"3077","경기도 평택시 안중읍 안중리","4**","25m미만","53.45","월세","202408","29","12,075","3","2016","송담7길","202408~202608","갱신","-","12,075","0","단독다가구"
"3078","경기도 광주시 초월읍 쌍동리","2**","8m미만","48.21","전세","202408","29","15,500","0","","경충대로","202409~202609","신규","-","","","단독다가구"
"3079","전북특별자치도 정읍시 수성동","1***","25m미만","119.99","전세","202408","29","10,000","0","2013","수성5로","202409~202609","갱신","-","9,000","0","단독다가구"
"3080","경기도 성남시 분당구 분당동","1**","12m미만","56.00","월세","202408","29","2,000","65","1998","서현로429번길","202409~202609","신규","-","","","단독다가구"
"3081","경기도 용인시 기흥구 구갈동","2**","12m미만","35.00","월세","202408","29","1,000","36","2004","기흥로30번길","-","-","-","","","단독다가구"
"3082","경상북도 경산시 압량읍 신대리","6**","12m미만","59.00","전세","202408","29","5,000","0","2011","압독4로1길","202409~202609","신규","-","","","단독다가구"
"3083","경기도 성남시 분당구 분당동","1**","12m미만","25.00","월세","202408","29","2,000","45","","장안로62번길","202409~202609","신규","-","","","단독다가구"
"3084","경상북도 경산시 압량읍 신대리","4**","12m미만","60.00","월세","202408","29","1,000","48","2013","압독2로2길","202408~202608","신규","-","","","단독다가구"
"3085","경기도 안산시 상록구 일동","6**","8m미만","18.15","월세","202408","29","100","28","2000","매화로2길","202409~202609","신규","-","","","단독다가구"
"3086","경기도 성남시 중원구 금광동","4***","8m미만","30.00","월세","202408","29","600","40","1995","산성대로470번길","-","-","-","","","단독다가구"
"3087","경기도 이천시 부발읍 신하리","4**","8m미만","23.00","월세","202408","29","500","45","2021","경충대로2265번길","202409~202509","신규","-","","","단독다가구"
"3088","경기도 수원시 영통구 매탄동","5**","12m미만","17.00","월세","202408","29","200","50","2008","신원로198번길","202409~202509","신규","-","","","단독다가구"
"3089","경기도 수원시 영통구 매탄동","1**","8m미만","46.00","월세","202408","29","500","50","1991","매여울로67번길","202409~202509","신규","-","","","단독다가구"
"3090","경기도 수원시 영통구 매탄동","4**","12m미만","29.70","전세","202408","29","5,000","0","2003","신원로211번길","202410~202610","신규","-","","","단독다가구"
"3091","경기도 수원시 영통구 매탄동","4**","12m미만","33.66","전세","202408","29","13,000","0","2018","신원로283번길","202410~202610","신규","-","","","단독다가구"
"3092","대구광역시 중구 동인동2가","6*","12m미만","25.00","월세","202408","29","400","36","","경상감영길","202408~202508","신규","-","","","단독다가구"
"3093","대구광역시 남구 대명동","7**","12m미만","30.00","월세","202408","29","300","30","2001","장전2길","202408~202508","신규","-","","","단독다가구"
"3094","대구광역시 남구 대명동","1***","8m미만","25.00","월세","202408","29","500","41","2020","현충로31길","202408~202508","신규","-","","","단독다가구"
"3095","대구광역시 남구 대명동","1***","8m미만","27.99","월세","202408","29","2,000","40","2021","두류공원로5길","202408~202508","신규","-","","","단독다가구"
"3096","대구광역시 남구 대명동","3***","12m미만","32.00","월세","202408","29","500","31","2016","성당로18길","202408~202508","신규","-","","","단독다가구"
"3097","대구광역시 남구 대명동","1***","8m미만","25.00","월세","202408","29","300","30","2008","안지랑로21길","202408~202508","신규","-","","","단독다가구"
"3098","대구광역시 남구 대명동","7**","12m미만","15.71","월세","202408","29","500","40","2020","장전2길","202408~202508","신규","-","","","단독다가구"
"3099","부산광역시 부산진구 개금동","6**","8m미만","158.84","전세","202408","29","6,500","0","1984","진사로83번길","202410~202610","신규","-","","","단독다가구"
"3100","서울특별시 양천구 목동","3**","25m미만","77.00","전세","202408","29","26,250","0","2002","목동중앙본로","202411~202611","신규","-","","","단독다가구"
"3101","서울특별시 강서구 화곡동","3**","8m미만","40.00","월세","202408","29","5,000","23","","강서로16길","202408~202608","갱신","-","0","20","단독다가구"
"3102","서울특별시 송파구 마천동","2**","8m미만","45.00","월세","202408","29","1,000","50","1995","성내천로55길","202410~202610","신규","-","","","단독다가구"
"3103","서울특별시 관악구 남현동","1***","8m미만","31.18","전세","202408","29","10,000","0","","남부순환로256길","202410~202610","신규","-","","","단독다가구"
"3104","서울특별시 관악구 남현동","1***","8m미만","33.00","월세","202408","29","1,000","45","","남현2길","202409~202609","신규","-","","","단독다가구"
"3105","서울특별시 동작구 상도동","1**","8m미만","66.65","월세","202408","29","3,000","30","2010","상도로66길","202408~202508","신규","-","","","단독다가구"
"3106","서울특별시 송파구 송파동","2**","-","30.00","월세","202408","29","11,000","20","","","202408~202508","신규","-","","","단독다가구"
"3107","서울특별시 송파구 마천동","1**","8m미만","37.00","월세","202408","29","1,000","55","1990","거마로22길","202409~202609","신규","-","","","단독다가구"
"3108","서울특별시 금천구 가산동","1**","8m미만","15.00","월세","202408","29","500","40","2017","남부순환로110길","202409~202509","신규","-","","","단독다가구"
"3109","서울특별시 송파구 마천동","3**","8m미만","27.36","월세","202408","29","13,000","20","1993","마천로61바길","202410~202610","신규","-","","","단독다가구"
"3110","서울특별시 마포구 망원동","4**","8m미만","29.00","월세","202408","29","8,000","20","1989","희우정로15길","202410~202610","신규","-","","","단독다가구"
"3111","서울특별시 마포구 망원동","4**","8m미만","20.50","월세","202408","29","500","45","1977","월드컵로31길","202408~202608","신규","-","","","단독다가구"
"3112","서울특별시 마포구 망원동","5*","8m미만","30.00","월세","202408","29","1,000","60","1995","월드컵로19길","202409~202609","신규","-","","","단독다가구"
"3113","서울특별시 양천구 목동","3**","25m미만","77.00","전세","202408","29","26,250","0","","목동중앙본로","202411~202611","신규","-","","","단독다가구"
"3114","서울특별시 강서구 화곡동","7**","8m미만","38.00","월세","202408","29","1,000","60","1995","등촌로3가길","202410~202610","신규","-","","","단독다가구"
"3115","서울특별시 송파구 송파동","1**","8m미만","15.00","월세","202408","29","300","35","1985","송이로2길","202408~202608","신규","-","","","단독다가구"
"3116","서울특별시 송파구 송파동","1**","8m미만","41.84","전세","202408","29","22,050","0","1997","가락로21길","202409~202609","갱신","-","21,000","0","단독다가구"
"3117","서울특별시 서대문구 대현동","9*","12m미만","15.00","월세","202408","29","500","48","1995","신촌로","202409~202509","신규","-","","","단독다가구"
"3118","인천광역시 남동구 간석동","7*","8m미만","65.39","전세","202408","29","10,000","0","1984","간석로15번길","202409~202609","신규","-","","","단독다가구"
"3119","서울특별시 양천구 목동","4**","8m미만","161.13","월세","202408","29","500","40","1995","목동동로12길","202409~202609","신규","-","","","단독다가구"
"3120","서울특별시 양천구 목동","7**","8m미만","44.16","전세","202408","29","5,000","0","1989","목동중앙서로11길","202410~202610","신규","-","","","단독다가구"
"3121","서울특별시 강서구 공항동","6**","8m미만","19.24","전세","202408","29","9,000","0","2019","방화대로7나길","202409~202609","신규","-","","","단독다가구"
"3122","광주광역시 동구 지산동","4**","8m미만","33.00","월세","202408","29","100","30","2003","필문대로253번길","-","-","-","","","단독다가구"
"3123","서울특별시 금천구 가산동","3*","8m미만","19.80","전세","202408","29","5,000","0","2006","벚꽃로46가길","202409~202609","신규","-","","","단독다가구"
"3124","서울특별시 강동구 성내동","4**","8m미만","30.00","월세","202408","29","1,000","50","2002","풍성로53길","202408~202608","신규","-","","","단독다가구"
"3125","서울특별시 강동구 성내동","4**","8m미만","42.54","전세","202408","29","13,000","0","1992","풍성로54길","202410~202610","신규","-","","","단독다가구"
"3126","인천광역시 남동구 만수동","1***","12m미만","89.99","월세","202408","29","3,000","55","2003","담방서로17번길","202409~202609","신규","-","","","단독다가구"
"3127","인천광역시 남동구 만수동","8**","12m미만","46.80","월세","202408","29","1,000","40","1993","구월말로109번길","202409~202609","신규","-","","","단독다가구"
"3128","서울특별시 강동구 천호동","4**","8m미만","38.00","월세","202408","29","1,000","50","1993","구천면로12길","202409~202609","신규","-","","","단독다가구"
"3129","서울특별시 서초구 방배동","9**","8m미만","54.60","전세","202408","29","13,000","0","","효령로27길","202409~202609","신규","-","","","단독다가구"
"3130","서울특별시 서초구 방배동","9**","8m미만","54.60","전세","202408","29","27,000","0","1996","효령로27길","202410~202610","신규","-","","","단독다가구"
"3131","서울특별시 서초구 방배동","4**","8m미만","39.00","전세","202408","29","10,000","0","1979","도구로1길","202409~202609","신규","-","","","단독다가구"
"3132","서울특별시 강동구 천호동","3**","8m미만","18.00","월세","202408","29","1,000","60","2021","구천면로11길","202409~202609","신규","-","","","단독다가구"
"3133","서울특별시 동작구 대방동","3**","8m미만","15.00","월세","202408","29","1,000","52","","대방동2길","202409~202609","신규","-","","","단독다가구"
"3134","서울특별시 강동구 천호동","1**","8m미만","32.00","월세","202408","29","500","45","1995","진황도로27나길","202408~202608","신규","-","","","단독다가구"
"3135","서울특별시 강동구 천호동","1**","8m미만","20.00","월세","202408","29","500","49","2016","성안로27길","202411~202610","신규","-","","","단독다가구"
"3136","서울특별시 동작구 상도동","2**","8m미만","85.35","월세","202408","29","1,000","55","2011","국사봉길","202408~202508","신규","-","","","단독다가구"
"3137","인천광역시 남동구 도림동","6**","12m미만","75.60","전세","202408","29","10,000","0","2009","도림로49번길","202410~202610","신규","-","","","단독다가구"
"3138","서울특별시 동작구 상도동","2**","8m미만","24.00","월세","202408","29","500","45","2017","국사봉1길","202409~202608","신규","-","","","단독다가구"
"3139","인천광역시 남동구 논현동","5**","12m미만","29.00","월세","202408","29","300","30","2010","논고개로205번길","202409~202509","신규","-","","","단독다가구"
"3140","서울특별시 강서구 화곡동","8**","12m미만","18.00","월세","202408","29","500","15","1999","강서로8길","202408~202608","신규","-","","","단독다가구"
"3141","서울특별시 강서구 화곡동","1**","8m미만","20.83","월세","202408","29","500","47","2010","화곡로35길","202408~202608","신규","-","","","단독다가구"
"3142","서울특별시 강동구 천호동","4**","8m미만","60.00","월세","202408","29","2,000","90","1988","구천면로16길","202410~202610","신규","-","","","단독다가구"
"3143","서울특별시 구로구 오류동","2**","12m미만","57.52","월세","202408","29","10,000","15","2004","오리로9길","202409~202609","신규","-","","","단독다가구"
"3144","인천광역시 남동구 논현동","5**","12m미만","60.00","전세","202408","29","9,000","0","2009","수골로54번길","202409~202609","신규","-","","","단독다가구"
"3145","서울특별시 서대문구 연희동","3**","8m미만","15.00","월세","202408","29","500","40","1971","연희로10길","202408~202508","신규","-","","","단독다가구"
"3146","서울특별시 동작구 상도동","2**","12m미만","19.80","전세","202408","29","12,000","0","1990","성대로1길","202409~202609","신규","-","","","단독다가구"
"3147","서울특별시 동작구 상도동","2**","8m미만","13.61","전세","202408","29","3,700","0","","성대로29길","-","-","-","","","단독다가구"
"3148","서울특별시 서초구 양재동","3**","8m미만","41.00","월세","202408","29","3,000","100","1997","강남대로8길","202409~202509","신규","-","","","단독다가구"
"3149","서울특별시 강서구 화곡동","5**","8m미만","37.26","월세","202408","29","5,000","15","1990","등촌로13마길","202408~202611","신규","-","","","단독다가구"
"3150","서울특별시 강서구 화곡동","8**","8m미만","23.39","월세","202408","29","200","34","1992","곰달래로55길","202408~202608","신규","-","","","단독다가구"
"3151","서울특별시 양천구 신정동","9**","8m미만","66.37","월세","202408","29","18,500","41","1987","오목로30길","202410~202610","신규","-","","","단독다가구"
"3152","서울특별시 양천구 신정동","9**","8m미만","35.00","월세","202408","29","1,000","35","","신정중앙로2길","202409~202609","신규","-","","","단독다가구"
"3153","서울특별시 양천구 신정동","1***","8m미만","40.00","월세","202408","29","300","35","1991","중앙로29길","202409~202608","신규","-","","","단독다가구"
"3154","서울특별시 양천구 신정동","9**","8m미만","66.37","월세","202408","29","19,000","40","1987","오목로30길","202410~202610","신규","-","","","단독다가구"
"3155","서울특별시 관악구 봉천동","1***","8m미만","16.50","월세","202408","29","300","37","1995","관악로12길","202409~202509","신규","-","","","단독다가구"
"3156","서울특별시 양천구 신정동","1**","12m미만","36.00","전세","202408","29","10,000","0","1979","신목로6길","202409~202609","신규","-","","","단독다가구"
"3157","서울특별시 관악구 봉천동","6**","8m미만","20.00","전세","202408","29","13,000","0","2022","봉천로23가길","202409~202609","갱신","-","13,000","10","단독다가구"
"3158","서울특별시 동작구 본동","4*","8m미만","31.13","월세","202408","29","3,000","55","1994","노량진로26길","202409~202609","신규","-","","","단독다가구"
"3159","서울특별시 관악구 봉천동","5*","8m미만","33.00","월세","202408","29","500","70","1997","중앙1나길","202409~202609","신규","-","","","단독다가구"
"3160","서울특별시 관악구 봉천동","1***","8m미만","36.00","월세","202408","29","1,000","50","1991","낙성대로4가길","202409~202609","신규","-","","","단독다가구"
"3161","부산광역시 금정구 장전동","3**","8m미만","21.00","월세","202408","29","500","31","2010","장전온천천로101번길","202408~202502","신규","-","","","단독다가구"
"3162","서울특별시 관악구 봉천동","9*","8m미만","33.00","월세","202408","29","4,000","60","2016","남부순환로231길","202410~202609","신규","-","","","단독다가구"
"3163","서울특별시 마포구 연남동","4**","8m미만","46.26","월세","202408","29","12,000","40","1987","성미산로15길","202410~202610","신규","-","","","단독다가구"
"3164","서울특별시 마포구 연남동","5**","12m미만","30.00","월세","202408","29","8,000","10","1996","연남로1길","202409~202609","신규","-","","","단독다가구"
"3165","서울특별시 마포구 연남동","2**","8m미만","15.00","월세","202408","29","1,000","52","","동교로38길","202409~202509","갱신","-","1,000","50","단독다가구"
"3166","서울특별시 마포구 연남동","5**","8m미만","30.00","월세","202408","29","500","55","1996","성미산로22길","202409~202609","신규","-","","","단독다가구"
"3167","서울특별시 강서구 방화동","4**","12m미만","33.00","월세","202408","29","1,000","60","2001","방화대로45길","202410~202610","신규","-","","","단독다가구"
"3168","부산광역시 연제구 연산동","6**","8m미만","30.00","전세","202408","29","5,000","0","1989","대리로22번길","202409~202609","신규","-","","","단독다가구"
"3169","서울특별시 관악구 봉천동","6**","8m미만","18.00","월세","202408","29","200","46","2010","봉천로13가길","202409~202509","신규","-","","","단독다가구"
"3170","서울특별시 관악구 봉천동","1***","8m미만","30.00","월세","202408","29","12,000","30","2012","인헌11길","202409~202609","신규","-","","","단독다가구"
"3171","서울특별시 관악구 봉천동","6**","8m미만","26.00","전세","202408","29","7,000","0","1994","봉천로","202409~202609","갱신","-","500","30","단독다가구"
"3172","서울특별시 관악구 봉천동","6**","8m미만","30.00","월세","202408","29","1,000","65","1996","봉천로23다길","202409~202609","신규","-","","","단독다가구"
"3173","서울특별시 관악구 봉천동","1***","8m미만","18.00","월세","202408","29","3,000","20","2010","남부순환로244가길","202409~202509","신규","-","","","단독다가구"
"3174","부산광역시 연제구 연산동","7**","8m미만","46.45","전세","202408","29","6,500","0","1978","월드컵대로91번길","202409~202609","신규","-","","","단독다가구"
"3175","서울특별시 관악구 봉천동","6*","8m미만","15.00","월세","202408","29","300","35","1970","행운1나길","202409~202609","신규","-","","","단독다가구"
"3176","서울특별시 관악구 봉천동","1***","8m미만","16.00","월세","202408","29","10,000","15","2008","인헌1나길","202410~202610","신규","-","","","단독다가구"
"3177","서울특별시 강서구 방화동","5**","8m미만","42.48","전세","202408","29","12,000","0","1991","금낭화로6가길","202410~202609","신규","-","","","단독다가구"
"3178","부산광역시 금정구 장전동","2**","12m미만","20.00","월세","202408","29","500","30","","부산대학로50번길","202408~202502","신규","-","","","단독다가구"
"3179","서울특별시 강서구 화곡동","9**","8m미만","45.00","월세","202408","29","1,000","61","1997","화곡로44가길","202409~202609","신규","-","","","단독다가구"
"3180","서울특별시 강서구 화곡동","3**","12m미만","30.00","월세","202408","29","500","49","1993","가로공원로76가길","202409~202609","신규","-","","","단독다가구"
"3181","서울특별시 강서구 화곡동","3**","8m미만","45.00","월세","202408","29","1,000","50","1996","가로공원로80길","202409~202609","신규","-","","","단독다가구"
"3182","서울특별시 서초구 반포동","9*","12m미만","70.45","월세","202408","29","50,000","42","1992","서래로5길","202410~202610","신규","-","","","단독다가구"
"3183","서울특별시 서초구 반포동","7**","8m미만","15.85","월세","202408","29","3,000","40","1994","사평대로53길","202409~202509","신규","-","","","단독다가구"
"3184","서울특별시 강서구 화곡동","8**","12m미만","61.09","월세","202408","29","3,000","70","1977","곰달래로38길","202409~202609","신규","-","","","단독다가구"
"3185","부산광역시 금정구 부곡동","7**","8m미만","59.00","전세","202408","29","5,600","0","1984","가마실로","202408~202608","신규","-","","","단독다가구"
"3186","서울특별시 관악구 봉천동","1***","8m미만","20.00","월세","202408","29","3,000","57","2021","인헌2길","202408~202608","신규","-","","","단독다가구"
"3187","서울특별시 관악구 봉천동","8**","8m미만","51.27","전세","202408","29","13,000","0","1996","봉천로45길","202409~202609","신규","-","","","단독다가구"
"3188","대구광역시 남구 이천동","4**","8m미만","45.00","월세","202408","29","2,000","21","2002","명덕로54길","202408~202608","갱신","-","2,000","15","단독다가구"
"3189","부산광역시 사상구 괘법동","5**","8m미만","131.43","월세","202408","29","1,000","45","1979","사상로148번길","202409~202609","신규","-","","","단독다가구"
"3190","대구광역시 서구 원대동3가","1***","8m미만","64.00","월세","202408","29","500","40","1995","달서로56길","202408~202808","갱신","-","500","37","단독다가구"
"3191","서울특별시 관악구 봉천동","9**","8m미만","39.00","월세","202408","29","1,000","57","1988","봉천로23나길","202409~202609","신규","-","","","단독다가구"
"3192","서울특별시 관악구 봉천동","1**","8m미만","40.00","월세","202408","29","15,000","10","1991","인헌13길","202408~202608","갱신","-","13,000","10","단독다가구"
"3193","부산광역시 사상구 괘법동","5**","8m미만","131.43","월세","202408","29","500","40","","사상로148번길","202409~202609","신규","-","","","단독다가구"
"3194","인천광역시 서구 당하동","1***","12m미만","36.00","월세","202408","29","2,000","49","","원당대로820번2길","202409~202509","신규","-","","","단독다가구"
"3195","서울특별시 강서구 화곡동","3**","12m미만","20.95","월세","202408","29","1,000","95","","가로공원로76가길","-","-","-","","","단독다가구"
"3196","서울특별시 관악구 봉천동","1***","8m미만","21.00","월세","202408","29","5,000","52","2023","관악로12길","202408~202608","신규","-","","","단독다가구"
"3197","서울특별시 관악구 봉천동","1***","8m미만","33.00","월세","202408","29","17,000","25","","인헌1가길","202409~202609","신규","-","","","단독다가구"
"3198","서울특별시 관악구 봉천동","1***","8m미만","18.00","월세","202408","29","300","40","","낙성대로4길","202409~202509","신규","-","","","단독다가구"
"3199","부산광역시 남구 대연동","4*","8m미만","20.49","월세","202408","29","500","40","2022","용소로13번길","202408~202508","신규","-","","","단독다가구"
"3200","서울특별시 동작구 신대방동","3**","8m미만","16.20","월세","202408","29","300","35","1989","여의대방로22나길","202408~202608","신규","-","","","단독다가구"
"3201","서울특별시 관악구 봉천동","9**","25m이상","17.88","전세","202408","29","11,000","0","","봉천로","202410~202610","신규","-","","","단독다가구"
"3202","서울특별시 관악구 봉천동","8**","8m미만","30.00","월세","202408","29","500","40","1993","봉천로49가길","202410~202610","신규","-","","","단독다가구"
"3203","서울특별시 동작구 신대방동","5**","8m미만","30.00","전세","202408","29","13,000","0","1992","신대방18길","202409~202609","신규","-","","","단독다가구"
