"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-01 ~ 2024-08-31"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"30297","경상남도 진주시 충무공동","145","0145","0000","진주포레스트부영","전세","59.9885","202408","22","17,332","0","24","2020","영천강로 60","202409~202509","갱신","-","17,060","0","아파트"
"30298","경상남도 진주시 충무공동","145","0145","0000","진주포레스트부영","전세","59.9885","202408","22","17,332","0","13","2020","영천강로 60","202409~202508","갱신","-","17,060","0","아파트"
"30299","경상남도 진주시 충무공동","145","0145","0000","진주포레스트부영","전세","59.9925","202408","22","17,332","0","17","2020","영천강로 60","202409~202509","갱신","-","8,600","0","아파트"
"30300","전라남도 목포시 용해동","1051","1051","0000","골드디움6차","월세","84.9243","202408","22","13,540","18","15","2014","용해지구로88번길 8","202409~202509","갱신","-","13,540","16","아파트"
"30301","전라남도 목포시 용해동","1051","1051","0000","골드디움6차","월세","84.9243","202408","22","13,540","18","8","2014","용해지구로88번길 8","202409~202509","갱신","-","13,540","16","아파트"
"30302","전라남도 목포시 용해동","1051","1051","0000","골드디움6차","월세","84.9243","202408","22","13,540","18","6","2014","용해지구로88번길 8","202409~202509","갱신","-","13,540","16","아파트"
"30303","전라남도 목포시 용해동","1051","1051","0000","골드디움6차","월세","84.9243","202408","22","13,540","18","5","2014","용해지구로88번길 8","202409~202509","갱신","-","13,540","16","아파트"
"30304","전라남도 목포시 용해동","1051","1051","0000","골드디움6차","월세","84.9243","202408","22","13,540","18","14","2014","용해지구로88번길 8","202409~202509","갱신","-","13,540","16","아파트"
"30305","전라남도 목포시 용해동","1051","1051","0000","골드디움6차","월세","84.9243","202408","22","13,540","18","10","2014","용해지구로88번길 8","202409~202509","갱신","-","13,540","16","아파트"
"30306","경상남도 창원시 성산구 반림동","4-1","0004","0001","현대2차","전세","84.7800","202408","22","27,000","0","14","1989","반송로 177","202410~202610","신규","-","","","아파트"
"30307","세종특별자치시  다정동","916","0916","0000","가온마을3단지","전세","59.8969","202408","22","19,000","0","8","2018","다정북로 109","202410~202610","신규","-","","","아파트"
"30308","세종특별자치시  다정동","931","0931","0000","가온마을8단지(더하이스트)","전세","59.8817","202408","22","20,000","0","12","2018","다정북로 180","202410~202610","신규","-","","","아파트"
"30309","세종특별자치시  다정동","926","0926","0000","가온마을12단지","전세","59.8817","202408","22","24,000","0","5","2018","다정남로 123","202409~202609","신규","-","","","아파트"
"30310","세종특별자치시  다정동","926","0926","0000","가온마을12단지","월세","84.9675","202408","22","3,000","105","15","2018","다정남로 123","202409~202609","신규","-","","","아파트"
"30311","경상남도 창원시 성산구 사파동","143","0143","0000","동서","전세","41.9200","202408","22","9,500","0","4","1998","신사로 116","202410~202610","갱신","-","7,000","0","아파트"
"30312","세종특별자치시  나성동","730","0730","0000","에스알파크시티","월세","23.9400","202408","22","500","60","6","2017","한누리대로 321","202408~202508","신규","-","","","아파트"
"30313","세종특별자치시  나성동","737","0737","0000","포레뷰투도시형생활주택","월세","28.3925","202408","22","1,000","63","3","2017","한누리대로 291","202408~202508","신규","-","","","아파트"
"30314","세종특별자치시  해밀동","6401-1","6401","0001","해밀마을1단지","전세","84.8500","202408","22","25,000","0","9","2020","해밀3로 32","202409~202609","신규","-","","","아파트"
"30315","세종특별자치시  종촌동","656","0656","0000","가재마을10단지","월세","108.3993","202408","22","3,000","95","4","2014","도움1로 74","202408~202608","갱신","사용","3,000","90","아파트"
"30316","세종특별자치시  종촌동","686","0686","0000","가재마을1단지","월세","46.4100","202408","22","3,068","27","17","2016","도움1로 145","202306~202505","갱신","-","2,968","28","아파트"
"30317","경상남도 창원시 성산구 상남동","44-1","0044","0001","대동","월세","49.9500","202408","22","1,000","70","12","1994","동산로 115","202408~202608","신규","-","","","아파트"
"30318","세종특별자치시  어진동","603","0603","0000","더샵센트럴시티","전세","110.5900","202408","22","40,000","0","7","2013","갈매로 480","202408~202608","갱신","사용","45,000","0","아파트"
"30319","세종특별자치시  산울동","152-1","0152","0001","세종리첸시아파밀리에H2블록(산울마을7단지)","전세","84.8535","202408","22","24,000","0","2","2024","산울7로 11","202410~202610","신규","-","","","아파트"
"30320","경상남도 창원시 성산구 상남동","44-1","0044","0001","대동","전세","49.9500","202408","22","18,000","0","25","1995","동산로 115","202408~202608","갱신","사용","20,000","0","아파트"
"30321","세종특별자치시  종촌동","654","0654","0000","가재마을11단지","전세","84.8154","202408","22","22,500","0","11","2013","도움3로 75","202409~202609","신규","-","","","아파트"
"30322","경상남도 창원시 성산구 반림동","18","0018","0000","트리비앙","전세","84.9900","202408","22","42,000","0","15","2006","원이대로 495","202411~202611","신규","-","","","아파트"
"30323","경상남도 창원시 성산구 사파동","148","0148","0000","무궁화","월세","51.5700","202408","22","1,000","60","2","1988","동산로 148","202409~202609","신규","-","","","아파트"
"30324","경상남도 창원시 성산구 사파동","148","0148","0000","무궁화","전세","51.5700","202408","22","12,500","0","1","1988","동산로 148","202409~202609","신규","-","","","아파트"
"30325","경상남도 창원시 성산구 사파동","147","0147","0000","삼익","월세","39.9300","202408","22","500","40","1","1988","원이대로773번길 13","202409~202609","신규","-","","","아파트"
"30326","세종특별자치시  종촌동","690","0690","0000","가재마을5단지","전세","59.9383","202408","22","20,000","0","11","2014","도움1로 105","202409~202609","신규","-","","","아파트"
"30327","세종특별자치시  새롬동","554","0554","0000","새뜸마을4단지(캐슬파밀리에)","월세","84.9875","202408","22","3,000","100","21","2017","새롬북로 13","202409~202609","신규","-","","","아파트"
"30328","부산광역시 연제구 거제동","1469-6","1469","0006","부원","전세","61.4900","202408","22","15,000","0","4","1982","중앙대로 1180-1","-","-","-","","","아파트"
"30329","대구광역시 수성구 범물동","1261","1261","0000","범물하이츠","전세","49.9350","202408","22","10,000","0","10","1992","용학로 336","202409~202609","신규","-","","","아파트"
"30330","인천광역시 남동구 만수동","1114","1114","0000","벽산","월세","84.9300","202408","22","3,000","80","7","2000","호구포로 924","202412~202612","신규","-","","","아파트"
"30331","인천광역시 남동구 만수동","1044","1044","0000","만수뉴서울아파트","월세","34.6500","202408","22","500","45","12","1992","담방로21번길 61","202409~202509","신규","-","","","아파트"
"30332","부산광역시 연제구 거제동","1469-6","1469","0006","부원","월세","61.4900","202408","22","14,400","3","4","1982","중앙대로 1180-1","-","-","-","","","아파트"
"30333","부산광역시 연제구 거제동","714-144","0714","0144","유림아시아드","전세","84.9706","202408","22","22,000","0","1","2001","해맞이로 23","202409~202509","신규","-","","","아파트"
"30334","부산광역시 연제구 거제동","714-144","0714","0144","유림아시아드","전세","84.9706","202408","22","22,000","0","1","2001","해맞이로 23","202409~202609","신규","-","","","아파트"
"30335","광주광역시 광산구 선암동","540","0540","0000","광주선운휴먼시아","월세","36.5600","202408","22","1,501","11","12","2011","선운중앙로 68","202408~202609","신규","-","","","아파트"
"30336","인천광역시 남동구 만수동","1123","1123","0000","하우스토리만수","월세","59.9769","202408","22","3,000","100","14","2020","구월로372번길 90","202410~202710","신규","-","","","아파트"
"30337","부산광역시 연제구 거제동","714-144","0714","0144","유림아시아드","월세","84.9706","202408","22","2,200","85","1","2001","해맞이로 23","202409~202609","신규","-","","","아파트"
"30338","인천광역시 연수구 송도동","102","0102","0000","송도더샵퍼스트파크F15BL","전세","95.8700","202408","22","50,000","0","41","2017","컨벤시아대로252번길 30","202410~202610","신규","-","","","아파트"
"30339","인천광역시 연수구 송도동","191-2","0191","0002","송도글로벌파크베르디움","전세","63.9721","202408","22","33,405","0","20","2017","송도문화로28번길 27","-","-","-","","","아파트"
"30340","대구광역시 북구 노원동3가","1227","1227","0000","대구노원한신더휴","전세","74.9500","202408","22","22,500","0","18","2017","노원로10길 40","202410~202610","신규","-","","","아파트"
"30341","인천광역시 남동구 만수동","1115-1","1115","0001","포레시안","전세","59.5700","202408","22","26,000","0","12","2011","만수서로 55","202410~202610","신규","-","","","아파트"
"30342","인천광역시 부평구 산곡동","507","0507","0000","금호이수마운트밸리","월세","84.9588","202408","22","5,000","120","19","2007","원적로 344","202410~202610","신규","-","","","아파트"
"30343","인천광역시 부평구 산곡동","524","0524","0000","부평신일해피트리더루츠","전세","84.9030","202408","22","35,500","0","21","2022","산곡로 31","202411~202611","갱신","사용","34,000","0","아파트"
"30344","인천광역시 부평구 산곡동","222","0222","0000","한신휴","전세","84.9790","202408","22","29,000","0","10","2003","마장로220번길 13","202410~202610","신규","-","","","아파트"
"30345","대구광역시 수성구 중동","650","0650","0000","수성골드클래스더센텀","월세","84.6686","202408","22","3,000","130","2","2021","수성로 185","202409~202609","신규","-","","","아파트"
"30346","인천광역시 연수구 송도동","3-10","0003","0010","송도풍림아이원2단지","월세","84.9400","202408","22","20,000","80","9","2005","해돋이로120번길 16","202409~202609","신규","-","","","아파트"
"30347","광주광역시 광산구 신가동","1064","1064","0000","아름마을휴먼시아2단지","월세","39.4800","202408","22","2,135","12","3","2009","수등로123번길 22","202408~202609","신규","-","","","아파트"
"30348","인천광역시 연수구 송도동","9-5","0009","0005","송도웰카운티4단지","전세","101.8000","202408","22","45,000","0","24","2010","해송로30번길 20","202409~202609","갱신","-","37,000","0","아파트"
"30349","부산광역시 강서구 신호동","300-1","0300","0001","부산신호사랑으로부영3차","전세","84.3616","202408","22","15,230","0","18","2014","신호산단5로 31","202409~202509","신규","-","","","아파트"
"30350","광주광역시 광산구 신가동","1064","1064","0000","아름마을휴먼시아2단지","월세","39.7200","202408","22","2,135","12","7","2009","수등로123번길 22","202408~202609","신규","-","","","아파트"
"30351","광주광역시 광산구 신가동","1202","1202","0000","아름마을휴먼시아3단지","월세","51.9300","202408","22","3,409","19","7","2009","하남대로261번길 11","202408~202609","신규","-","","","아파트"
"30352","인천광역시 연수구 송도동","16-7","0016","0007","송도더샵그린애비뉴8단지","전세","101.8106","202408","22","54,000","0","8","2012","컨벤시아대로42번길 61","202410~202610","신규","-","","","아파트"
"30353","광주광역시 광산구 장덕동","1037","1037","0000","광주수완7신완마을휴먼시아","월세","46.5400","202408","22","2,697","15","16","2011","풍영로329번길 50","202408~202609","신규","-","","","아파트"
"30354","대구광역시 북구 고성동3가","145","0145","0000","오페라트루엘시민의숲아파트","전세","59.6911","202408","22","24,000","0","9","2020","고성북로 34","202410~202610","신규","-","","","아파트"
"30355","대구광역시 수성구 만촌동","995-1","0995","0001","만촌태왕리더스","월세","59.6920","202408","22","2,000","70","2","2004","무열로 47","202409~202609","신규","-","","","아파트"
"30356","대구광역시 수성구 만촌동","1041-1","1041","0001","만촌역태왕디아너스","전세","84.9541","202408","22","30,000","0","19","2024","달구벌대로 2599","202408~202608","신규","-","","","아파트"
"30357","인천광역시 부평구 산곡동","142-3","0142","0003","경남1차","전세","59.7200","202408","22","18,200","0","10","1990","안남로222번길 27","202411~202611","신규","-","","","아파트"
"30358","인천광역시 부평구 산곡동","294-35","0294","0035","우성1차2차(294-35)","월세","54.5200","202408","22","2,000","60","15","1989","부영로 165","202410~202610","신규","-","","","아파트"
"30359","인천광역시 부평구 산곡동","294-35","0294","0035","우성1차2차(294-35)","월세","54.5200","202408","22","2,000","60","15","1989","부영로 165","202410~202610","신규","-","","","아파트"
"30360","인천광역시 부평구 산곡동","182","0182","0000","한양(182)","전세","75.9000","202408","22","16,000","0","2","1988","마장로 287","202410~202610","신규","-","","","아파트"
"30361","광주광역시 광산구 장덕동","1037","1037","0000","광주수완7신완마을휴먼시아","월세","46.9000","202408","22","2,697","15","3","2011","풍영로329번길 50","202408~202609","신규","-","","","아파트"
"30362","광주광역시 광산구 장덕동","1037","1037","0000","광주수완7신완마을휴먼시아","월세","46.9000","202408","22","2,697","15","11","2011","풍영로329번길 50","202408~202609","신규","-","","","아파트"
"30363","인천광역시 서구 청라동","156-1","0156","0001","청라센트럴에일린의뜰","월세","84.9834","202408","22","15,000","130","36","2018","청라커낼로 300","202411~202611","신규","-","","","아파트"
"30364","인천광역시 서구 청라동","156-1","0156","0001","청라센트럴에일린의뜰","전세","95.2717","202408","22","47,000","0","3","2018","청라커낼로 300","202411~202611","신규","-","","","아파트"
"30365","인천광역시 서구 청라동","115-1","0115","0001","청라제일풍경채","전세","134.1428","202408","22","50,100","0","7","2012","청라한울로 95","202410~202610","갱신","사용","50,000","0","아파트"
"30366","인천광역시 서구 청라동","102-2","0102","0002","청라한양수자인","전세","142.9247","202408","22","46,000","0","11","2011","비즈니스로 41","202409~202609","갱신","-","45,000","0","아파트"
"30367","대구광역시 동구 신서동","828","0828","0000","신서화성파크드림","전세","84.8671","202408","22","20,000","0","20","2010","반야월북로 221","202409~202609","갱신","사용","27,000","0","아파트"
"30368","광주광역시 북구 신용동","647","0647","0000","신용주공","월세","36.6300","202408","22","1,392","9","6","2005","연양로7번길 58","202408~202609","신규","-","","","아파트"
"30369","인천광역시 미추홀구 학익동","721","0721","0000","풍림아이원","전세","59.9440","202408","22","25,000","0","11","2007","매소홀로 340","202410~202610","신규","-","","","아파트"
"30370","대구광역시 달서구 감삼동","479","0479","0000","감삼에이원","월세","49.3980","202408","22","2,000","50","18","2019","와룡로 145","202409~202609","신규","-","","","아파트"
"30371","광주광역시 북구 신용동","643-1","0643","0001","용두주공","월세","59.9900","202408","22","2,000","50","5","1998","임방울대로1041번길 15","202408~202608","신규","-","","","아파트"
"30372","인천광역시 연수구 송도동","16-7","0016","0007","송도더샵그린애비뉴8단지","전세","101.8106","202408","22","54,000","0","8","2012","컨벤시아대로42번길 61","202410~202610","신규","-","","","아파트"
"30373","대구광역시 달서구 대곡동","4-1","0004","0001","대구금강아파트","월세","84.9800","202408","22","7,700","30","5","1990","비슬로540길 38","202408~202608","갱신","-","7,700","30","아파트"
"30374","인천광역시 서구 청라동","185-1","0185","0001","힐데스하임","전세","59.9435","202408","22","28,350","0","16","2011","청라라임로 17","202409~202609","신규","-","","","아파트"
"30375","인천광역시 서구 청라동","103-6","0103","0006","청라우미린","전세","84.9640","202408","22","34,000","0","4","2011","청라한내로 39","202410~202610","신규","-","","","아파트"
"30376","인천광역시 미추홀구 학익동","125-1","0125","0001","신동아2","전세","56.2500","202408","22","15,000","0","13","1989","소성로 211","202410~202610","신규","-","","","아파트"
"30377","인천광역시 중구 운남동","1550","1550","0000","영종자이","전세","84.6980","202408","22","21,000","0","8","2009","운남서로 7","202409~202609","신규","-","","","아파트"
"30378","대구광역시 달서구 대곡동","77","0077","0000","대곡청구","전세","84.9500","202408","22","17,000","0","4","1992","상화로8길 26","202410~202610","신규","-","","","아파트"
"30379","대구광역시 달서구 대곡동","1123","1123","0000","수목원제일풍경채","전세","72.2500","202408","22","25,000","0","2","2018","갈밭남로 12","202409~202609","신규","-","","","아파트"
"30380","부산광역시 수영구 남천동","595","0595","0000","남천금호어울림더비치","전세","84.9400","202408","22","39,000","0","16","2019","남천동로 91","202409~202609","신규","-","","","아파트"
"30381","부산광역시 수영구 남천동","148-4","0148","0004","삼익비치","월세","73.9200","202408","22","1,000","50","8","1980","광안해변로 100","202408~202608","신규","-","","","아파트"
"30382","인천광역시 연수구 송도동","161-3","0161","0003","송도캐슬&해모로","전세","139.0185","202408","22","44,000","0","16","2013","송도과학로51번길 136","202408~202608","갱신","-","42,000","0","아파트"
"30383","대구광역시 북구 칠성동2가","715","0715","0000","대구역 서희스타힐스","전세","84.4900","202408","22","23,000","0","12","2012","칠성남로 101","202409~202609","신규","-","","","아파트"
"30384","인천광역시 연수구 송도동","161-3","0161","0003","송도캐슬&해모로","전세","84.4024","202408","22","35,000","0","13","2013","송도과학로51번길 136","202410~202610","갱신","사용","35,000","0","아파트"
"30385","광주광역시 광산구 소촌동","880","0880","0000","힐스테이트광산","월세","84.9245","202408","22","10,000","50","6","2022","어등대로647번북길 8","202411~202511","갱신","-","7,000","50","아파트"
"30386","대구광역시 북구 칠성동2가","715","0715","0000","대구역 서희스타힐스","전세","84.4900","202408","22","23,000","0","12","2012","칠성남로 101","202409~202609","신규","-","","","아파트"
"30387","인천광역시 서구 석남동","444-4","0444","0004","황해","전세","52.6350","202408","22","13,000","0","1","1983","염곡로 318","202410~202609","신규","-","","","아파트"
"30388","대구광역시 동구 봉무동","1530","1530","0000","대구이시아폴리스더샵3차","월세","84.8500","202408","22","9,000","75","7","2013","팔공로51길 10","202409~202609","신규","-","","","아파트"
"30389","인천광역시 계양구 박촌동","309","0309","0000","풍림","전세","84.9870","202408","22","27,000","0","1","2005","동양로 11","202410~202610","신규","-","","","아파트"
"30390","광주광역시 북구 양산동","687","0687","0000","주공","월세","36.6300","202408","22","1,432","9","8","2004","하서로229번길 57","202408~202609","신규","-","","","아파트"
"30391","광주광역시 북구 운암동","789-10","0789","0010","운암동롯데캐슬2단지","월세","76.6524","202408","22","5,000","70","11","2006","서강로54번길 10","202409~202609","신규","-","","","아파트"
"30392","광주광역시 북구 운암동","1769","1769","0000","수하임아파트101동","전세","58.0093","202408","22","16,890","0","6","2017","서강로 174","202408~202704","갱신","-","16,890","0","아파트"
"30393","대구광역시 남구 대명동","3067","3067","0000","교대역하늘채뉴센트원","전세","84.6442","202408","22","27,500","0","12","2022","중앙대로 187","202409~202609","신규","-","","","아파트"
"30394","인천광역시 계양구 작전동","912-5","0912","0005","도두리마을대동","월세","40.0500","202408","22","1,000","55","12","1997","도두리로 74","202409~202608","신규","-","","","아파트"
"30395","인천광역시 서구 당하동","1272-4","1272","0004","인천검단엘에이치13단지","월세","37.7800","202408","22","689","27","15","2022","서로3로 49","202211~202501","갱신","-","2,689","21","아파트"
"30396","광주광역시 북구 유동","141","0141","0000","금남로대광로제비앙","전세","84.9878","202408","22","25,000","0","28","2022","서림로 153","202410~202610","신규","-","","","아파트"
"30397","광주광역시 북구 유동","141","0141","0000","금남로대광로제비앙","전세","84.9878","202408","22","25,000","0","28","2022","서림로 153","-","-","-","","","아파트"
"30398","인천광역시 서구 당하동","1318-8","1318","0008","검단신도시모아미래도엘리트파크","전세","84.6561","202408","22","27,825","0","9","2022","서로3로 50","202409~202609","신규","-","","","아파트"
"30399","인천광역시 서구 당하동","1318-8","1318","0008","검단신도시모아미래도엘리트파크","전세","84.6561","202408","22","35,000","0","7","2022","서로3로 50","202410~202610","신규","-","","","아파트"
"30400","인천광역시 서구 당하동","1314-2","1314","0002","호반써밋프라임뷰","전세","93.6432","202408","22","36,225","0","2","2022","이음2로 70","202410~202610","갱신","사용","34,500","0","아파트"
"30401","인천광역시 서구 당하동","1314-2","1314","0002","호반써밋프라임뷰","전세","93.6432","202408","22","36,225","0","2","2022","이음2로 70","-","-","-","","","아파트"
"30402","인천광역시 서구 당하동","1314-2","1314","0002","호반써밋프라임뷰","전세","84.2832","202408","22","31,500","0","17","2022","이음2로 70","202408~202608","갱신","사용","30,000","0","아파트"
"30403","인천광역시 연수구 동춘동","929","0929","0000","풍림2","전세","45.3600","202408","22","17,000","0","4","1993","경원대로119번길 21","202410~202610","신규","-","","","아파트"
"30404","인천광역시 연수구 동춘동","921","0921","0000","동춘마을","월세","59.3000","202408","22","3,000","70","2","1994","먼우금로 123","202408~202608","신규","-","","","아파트"
"30405","인천광역시 연수구 동춘동","921","0921","0000","동춘마을","월세","59.3000","202408","22","2,000","90","3","1994","먼우금로 123","202410~202610","신규","-","","","아파트"
"30406","인천광역시 계양구 작전동","912-3","0912","0003","도두리마을동보","전세","59.8800","202408","22","24,000","0","5","1996","도두리로 52","202411~202611","신규","-","","","아파트"
"30407","인천광역시 연수구 동춘동","925-7","0925","0007","연수대우.삼환","전세","120.7200","202408","22","35,000","0","14","1994","원인재로 88","202411~202611","신규","-","","","아파트"
"30408","인천광역시 계양구 병방동","432-5","0432","0005","학마을서해","월세","26.0100","202408","22","500","40","8","1997","장제로 878","202408~202608","신규","-","","","아파트"
"30409","인천광역시 계양구 병방동","433-1","0433","0001","학마을한진","전세","39.8400","202408","22","13,000","0","10","1998","용종로 124","202410~202610","신규","-","","","아파트"
"30410","광주광역시 북구 용봉동","1463","1463","0000","용봉동금호어울림","월세","102.7879","202408","22","5,000","90","14","2005","설죽로279번길 19","202409~202609","신규","-","","","아파트"
"30411","대구광역시 수성구 지산동","1200","1200","0000","목련","전세","49.2300","202408","22","8,000","0","3","1986","용학로42길 13","202409~202609","신규","-","","","아파트"
"30412","인천광역시 남동구 만수동","1014","1014","0000","남동아파트","전세","60.0000","202408","22","18,500","0","14","1992","장승남로33번길 23","202409~202609","신규","-","","","아파트"
"30413","대구광역시 달서구 본동","247","0247","0000","그린맨션2차","전세","58.4100","202408","22","12,500","0","5","1986","구마로36길 20","202408~202608","신규","-","","","아파트"
"30414","대구광역시 수성구 범어동","2257","2257","0000","범어센트럴푸르지오","전세","84.9930","202408","22","41,000","0","3","2019","상록로 15","202410~202610","신규","-","","","아파트"
"30415","대구광역시 수성구 범어동","2240","2240","0000","e편한세상범어","전세","84.9557","202408","22","36,000","0","20","2015","들안로78길 45","202410~202610","신규","-","","","아파트"
"30416","대구광역시 수성구 범어동","산103","0103","0000","장원맨션","전세","84.9800","202408","22","20,000","0","9","1988","청호로 370","202411~202611","신규","-","","","아파트"
"30417","대구광역시 수성구 범어동","31-10","0031","0010","삼일(가)","월세","74.2500","202408","22","500","40","4","1978","동대구로73길 7","202408~202608","신규","-","","","아파트"
"30418","대구광역시 수성구 범어동","341","0341","0000","범어목련","월세","52.8600","202408","22","500","20","4","1987","청호로 340","202409~202509","신규","-","","","아파트"
"30419","대구광역시 달서구 본동","276","0276","0000","그린맨션3차","전세","84.9900","202408","22","17,200","0","9","1988","구마로36길 33","202410~202610","신규","-","","","아파트"
"30420","광주광역시 광산구 도산동","1304-1","1304","0001","삼라미주","월세","31.3950","202408","22","943","7","3","1997","남동길 15","202408~202609","신규","-","","","아파트"
"30421","인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","전세","59.9300","202408","22","22,000","0","4","2005","이규보로 79","202409~202609","갱신","사용","25,000","0","아파트"
"30422","인천광역시 연수구 송도동","33-1","0033","0001","송도아트윈푸르지오","전세","106.7800","202408","22","54,000","0","48","2015","인천타워대로 253-25","202408~202608","신규","-","","","아파트"
"30423","광주광역시 광산구 신촌동","827-1","0827","0001","정석그린","전세","59.9700","202408","22","7,695","0","10","1995","사암로24번길 60-7","202409~202609","신규","-","","","아파트"
"30424","인천광역시 서구 가정동","603-1","0603","0001","루원제일풍경채","전세","74.7683","202408","22","37,000","0","19","2018","봉오재3로 11","202409~202609","갱신","사용","37,000","0","아파트"
"30425","인천광역시 서구 가정동","597-2","0597","0002","엘에이치웨스턴블루힐","월세","59.9800","202408","22","8,492","32","10","2015","봉오재2로 37","202405~202511","갱신","-","5,292","46","아파트"
"30426","광주광역시 서구 농성동","700","0700","0000","농성빛여울채아파트","월세","29.2408","202408","22","296","6","7","2017","월산로 164-3","202409~202609","신규","-","","","아파트"
"30427","인천광역시 부평구 십정동","609","0609","0000","부평금호어울림","월세","84.7900","202408","22","5,000","100","12","2008","경원대로1110번길 20","202411~202611","신규","-","","","아파트"
"30428","광주광역시 북구 양산동","930","0930","0000","지에스그린자이2차","전세","84.9662","202408","22","25,000","0","3","2006","양산택지로34번길 22","202409~202609","신규","-","","","아파트"
"30429","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","월세","59.8032","202408","22","10,000","80","27","2022","열우물로 90","202409~202609","신규","-","","","아파트"
"30430","대구광역시 동구 동호동","362","0362","0000","상록아파트","월세","59.7200","202408","22","2,471","33","8","2004","동호로 47","202408~202608","신규","-","","","아파트"
"30431","인천광역시 남동구 구월동","1160","1160","0000","송정","월세","40.2000","202408","22","1,000","47","6","1988","남동대로725번길 31","202409~202509","신규","-","","","아파트"
"30432","인천광역시 남동구 구월동","1636","1636","0000","한화포레나인천구월","전세","39.8967","202408","22","22,000","0","12","2023","용천로105번길 8","202410~202610","신규","-","","","아파트"
"30433","대구광역시 동구 동호동","362","0362","0000","상록아파트","전세","59.7200","202408","22","12,356","0","10","2004","동호로 47","202409~202609","신규","-","","","아파트"
"30434","대구광역시 동구 동호동","362","0362","0000","상록아파트","전세","59.7200","202408","22","12,356","0","8","2004","동호로 47","202409~202609","신규","-","","","아파트"
"30435","인천광역시 계양구 효성동","24","0024","0000","뉴서울2","월세","39.8400","202408","22","1,000","40","1","1986","안남로 560","202408~202608","신규","-","","","아파트"
"30436","인천광역시 계양구 효성동","123-57","0123","0057","태산","전세","84.7650","202408","22","22,000","0","18","1997","봉오대로477번길 20","202410~202609","신규","-","","","아파트"
"30437","대구광역시 달서구 본리동","433","0433","0000","달서SKVIEW","전세","84.9446","202408","22","29,000","0","19","2024"," ","202409~202609","신규","-","","","아파트"
"30438","인천광역시 중구 중산동","1887-2","1887","0002","영종힐스테이트","전세","83.2940","202408","22","19,900","0","12","2012","하늘별빛로 66","202407~202607","신규","-","","","아파트"
"30439","대구광역시 동구 신천동","353-1","0353","0001","더샵디어엘로","전세","59.9017","202408","22","24,000","0","10","2024","화랑로 33","202409~202609","신규","-","","","아파트"
"30440","대구광역시 동구 신천동","103","0103","0000","대구콘텐츠비즈니스센터LH창업지원주택","월세","21.9000","202408","22","2,506","13","13","2021","동대구로 469","202409~202610","신규","-","","","아파트"
"30441","인천광역시 남동구 구월동","1636","1636","0000","한화포레나인천구월","전세","39.8967","202408","22","20,900","0","2","2023","용천로105번길 8","202410~202610","신규","-","","","아파트"
"30442","인천광역시 남동구 구월동","1636","1636","0000","한화포레나인천구월","전세","39.8967","202408","22","22,200","0","15","2023","용천로105번길 8","202410~202610","신규","-","","","아파트"
"30443","인천광역시 남동구 구월동","1636","1636","0000","한화포레나인천구월","전세","39.8967","202408","22","21,400","0","4","2023","용천로105번길 8","202410~202610","신규","-","","","아파트"
"30444","인천광역시 남동구 구월동","1636","1636","0000","한화포레나인천구월","전세","39.8967","202408","22","21,600","0","6","2023","용천로105번길 8","202410~202610","신규","-","","","아파트"
"30445","인천광역시 남동구 구월동","1636","1636","0000","한화포레나인천구월","전세","39.8967","202408","22","21,400","0","5","2023","용천로105번길 8","202410~202610","신규","-","","","아파트"
"30446","인천광역시 남동구 구월동","1636","1636","0000","한화포레나인천구월","전세","39.8967","202408","22","21,600","0","7","2023","용천로105번길 8","202410~202610","신규","-","","","아파트"
"30447","인천광역시 남동구 구월동","1636","1636","0000","한화포레나인천구월","전세","39.8967","202408","22","22,000","0","11","2023","용천로105번길 8","202410~202610","신규","-","","","아파트"
"30448","인천광역시 중구 운서동","3101-1","3101","0001","영종하늘도시유승한내들","월세","80.1472","202408","22","15,986","28","5","2019","영종대로252번길 38","202409~202707","신규","-","","","아파트"
"30449","대구광역시 동구 봉무동","1529","1529","0000","대구이시아폴리스더샵4차","월세","84.7900","202408","22","3,000","80","15","2014","팔공로53길 40","202409~202609","신규","-","","","아파트"
