"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-01 ~ 2024-08-31"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"13819","경기도 수원시 권선구 권선동","1330","1330","0000","권선자이e편한세상","84.9813","202408","23","64,000","122","9","개인","개인","2011","권광로 55","-","중개거래","경기 수원시 권선구","24.09.13"
"13820","경기도 수원시 권선구 권선동","1330","1330","0000","권선자이e편한세상","133.3111","202408","23","70,500","132","8","개인","개인","2011","권광로 55","-","중개거래","경기 수원시 권선구, 경기 수원시 영통구","24.11.22"
"13821","경기도 수원시 권선구 권선동","1035","1035","0000","수원시청역SKVIEW","145.5700","202408","23","62,400","104","1","개인","개인","2008","권선로694번길 26","-","중개거래","경기 수원시 권선구","24.11.28"
"13822","경기도 수원시 영통구 영통동","956-2","0956","0002","청명마을동신","164.7600","202408","23","104,500","315","10","개인","개인","1998","영통로 460","-","중개거래","경기 수원시 영통구","24.12.05"
"13823","경기도 수원시 영통구 영통동","964-5","0964","0005","신나무실휴먼시아5단지","49.5900","202408","23","32,600","517","3","개인","개인","1997","영통로290번길 25","-","중개거래","경기 수원시 영통구","24.10.25"
"13824","경기도 수원시 영통구 영통동","957-6","0957","0006","영통에듀파크(321동~327동)","73.7900","202408","23","65,000","325","10","개인","개인","1997","청명로 132","-","중개거래","경기 수원시 영통구","25.02.14"
"13825","경기도 수원시 영통구 영통동","957-6","0957","0006","영통에듀파크(321동~327동)","84.9600","202408","23","72,000","322","7","개인","개인","1997","청명로 132","-","중개거래","경기 수원시 영통구","24.12.05"
"13826","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골우성","59.8400","202408","23","40,000","826","5","개인","개인","1998","영통로 232","-","중개거래","경기 수원시 영통구","24.09.20"
"13827","경기도 수원시 영통구 영통동","973-3","0973","0003","벽적골두산","59.8400","202408","23","50,800","803","10","개인","개인","1997","영통로 232","-","중개거래","경기 수원시 영통구","24.11.04"
"13828","경기도 수원시 영통구 영통동","1154","1154","0000","영통라온프라이빗","59.8334","202408","23","58,700","104동","4","개인","개인","2017","영통로200번길 111","-","중개거래","경기 수원시 영통구","24.11.01"
"13829","경기도 수원시 권선구 권선동","1312","1312","0000","권선3지구주공1단지","84.8900","202408","23","45,500","126","7","개인","개인","2001","덕영대로1323번길 25-30","-","중개거래","경기 수원시 권선구, 경기 수원시 영통구","24.11.29"
"13830","경기도 남양주시 화도읍 묵현리","42-1","0042","0001","마석건영","59.7600","202408","23","15,500","-","6","개인","개인","1994","비룡로158번길 19","-","중개거래","경기 남양주시","24.10.24"
"13831","경기도 안산시 상록구 성포동","583","0583","0000","예술인","84.8700","202408","23","42,500","11","4","개인","개인","1985","화랑로 495","-","중개거래","경기 안산시 상록구","24.10.15"
"13832","경기도 안산시 상록구 성포동","583","0583","0000","예술인","75.1500","202408","23","34,000","1","9","개인","개인","1985","화랑로 495","-","중개거래","경기 안산시 상록구","25.04.11"
"13833","경기도 안산시 상록구 성포동","747","0747","0000","파크푸르지오","84.6663","202408","23","75,500","104","27","개인","개인","2018","화랑로 534","-","중개거래","경기 안산시 상록구, 경기 화성시","24.08.26"
"13834","경기도 남양주시 화도읍 묵현리","626","0626","0000","마석역신도브래뉴3차","84.9740","202408","23","35,000","302","13","개인","개인","2010","비룡로116번길 35","-","중개거래","경기 남양주시","24.10.02"
"13835","경기도 성남시 분당구 정자동","102","0102","0000","한솔마을(4단지)(주공)","36.0000","202408","23","60,000","404","6","개인","개인","1994","백현로 206","-","중개거래","경기 성남시 분당구","24.10.24"
"13836","경기도 고양시 일산서구 일산동","600","0600","0000","일산3차현대홈타운","112.8780","202408","23","51,000","303","25","개인","개인","2002","일청로 45","-","중개거래","경기 고양시 일산서구","24.10.28"
"13837","경기도 고양시 일산서구 일산동","587-1","0587","0001","삼남","54.9900","202408","23","17,900","나","1","개인","개인","1986","일중로 107","-","중개거래","경기 고양시 일산서구","24.08.30"
"13838","경기도 고양시 일산서구 일산동","955-10","0955","0010","월드메르디앙일산주상복합","59.7800","202408","23","26,000","-","13","개인","개인","2005","고양대로 648","-","중개거래","경기 고양시 일산서구","24.09.06"
"13839","경기도 고양시 일산서구 일산동","1655","1655","0000","일신휴먼빌(1655)","84.9880","202408","23","35,400","106","13","개인","개인","2003","원일로21번길 22","-","중개거래","경기 고양시 일산서구","24.09.30"
"13840","경기도 고양시 일산서구 일산동","1077","1077","0000","후곡마을(건영15)","70.9800","202408","23","53,900","1504","3","개인","개인","1994","강선로 169","-","중개거래","경기 고양시 일산서구","24.10.15"
"13841","경기도 광명시 철산동","634","0634","0000","철산래미안자이","115.6600","202408","23","126,000","110","21","개인","개인","2009","디지털로 56","-","중개거래","경기 광명시","25.01.15"
"13842","경기도 광명시 철산동","637","0637","0000","철산푸르지오하늘채","84.9930","202408","23","106,000","107","23","개인","개인","2010","디지털로 24","-","중개거래","경기 광명시","24.11.25"
"13843","경기도 광명시 철산동","625","0625","0000","도덕파크타운2단지","49.9700","202408","23","54,700","201","10","개인","개인","2001","가림일로 101","-","중개거래","경기 광명시","24.11.25"
"13844","경기도 광명시 철산동","241","0241","0000","주공13","84.7700","202408","23","100,000","1323","8","개인","개인","1986","철산로 57","-","중개거래","경기 광명시","24.11.01"
"13845","경기도 안양시 만안구 안양동","1393","1393","0000","래미안안양메가트리아","84.8200","202408","23","89,500","206동","19","개인","개인","2016","안양천서로 177","-","중개거래","경기 안양시 만안구","24.12.20"
"13846","경기도 하남시 망월동","1060","1060","0000","미사강변푸르지오","84.9949","202408","23","115,000","101동","10","개인","개인","2016","미사강변대로 165","-","중개거래","경기 하남시","24.12.13"
"13847","경기도 시흥시 신천동","275","0275","0000","연희아파트","44.7300","202408","23","18,500","다","5","개인","개인","1986","신천천동로25번길 14","-","중개거래","경기 시흥시","24.09.20"
"13848","경기도 고양시 덕양구 행신동","953","0953","0000","햇빛주공23","49.9600","202408","23","32,000","2319","14","개인","개인","1996","화신로 105","-","중개거래","경기 고양시 덕양구","24.11.05"
"13849","경기도 고양시 덕양구 행신동","785","0785","0000","소만마을(성원)6","49.7700","202408","23","31,000","-","14","개인","개인","1995","소원로 157","20241018","중개거래","경기 고양시 덕양구","-"
"13850","경기도 의정부시 금오동","469-4","0469","0004","현대아이파크","84.6800","202408","23","39,900","제101","4","개인","개인","2002","부용로 87","-","중개거래","경기 의정부시","24.08.23"
"13851","경기도 의정부시 금오동","469-4","0469","0004","현대아이파크","84.6800","202408","23","39,900","-","4","개인","개인","2002","부용로 87","20240823","중개거래","경기 의정부시","-"
"13852","세종특별자치시  고운동","1724","1724","0000","가락마을7단지(중흥S-클래스프라디움)","84.9931","202408","23","40,900","707","1","개인","개인","2015","마음안로 13","-","중개거래","세종","24.09.27"
"13853","경기도 고양시 덕양구 행신동","796","0796","0000","소만마을1단지","45.4800","202408","23","26,000","107","12","개인","개인","1995","충경로 149","-","중개거래","경기 고양시 덕양구","24.09.30"
"13854","경기도 의왕시 오전동","380-11","0380","0011","신양","120.9750","202408","23","48,400","-","2","개인","개인","1996","전주남이길 33-7","-","중개거래","경기 의왕시","24.11.22"
"13855","경기도 의왕시 오전동","838-3","0838","0003","국화뉴서울","82.5900","202408","23","45,500","102","2","개인","개인","1994","원골로 13","-","중개거래","경기 의왕시","24.10.24"
"13856","경기도 의정부시 용현동","567","0567","0000","탑석센트럴자이","59.9788","202408","23","53,000","1102","31","개인","개인","2021","용민로 10","-","중개거래","서울 동대문구","24.10.29"
"13857","경기도 의정부시 용현동","547-3","0547","0003","송산주공1단지","59.4200","202408","23","24,250","115","10","개인","개인","2002","부용로 233","-","중개거래","경기 의정부시","24.10.11"
"13858","경기도 고양시 덕양구 행신동","621","0621","0000","SK뷰1차","84.9100","202408","23","60,900","-","13","개인","개인","2005","충장로103번길 23","20240830","중개거래","경기 고양시 덕양구","-"
"13859","경기도 고양시 덕양구 행신동","621","0621","0000","SK뷰1차","84.9100","202408","23","60,900","102","13","개인","개인","2005","충장로103번길 23","-","중개거래","경기 고양시 덕양구","24.11.22"
"13860","경기도 남양주시 화도읍 묵현리","625","0625","0000","마석역신도브래뉴2차","154.4000","202408","23","49,000","208","15","개인","개인","2010","비룡로141번길 21","-","중개거래","경기 남양주시","24.09.03"
"13861","경기도 고양시 덕양구 행신동","650","0650","0000","행신3차SKVIEW","59.9368","202408","23","37,450","303","15","개인","개인","2009","행신로 131-11","-","직거래","-","24.09.13"
"13862","경기도 안산시 상록구 사동","1345-2","1345","0002","현대1","120.3900","202408","23","45,800","307","5","개인","개인","1994","감골1로 43","-","중개거래","경기 안산시 상록구","25.01.10"
"13863","경기도 안양시 만안구 석수동","417-3","0417","0003","두산위브아파트","84.9790","202408","23","83,500","111","5","개인","개인","2010","연현로79번길 20","-","중개거래","경기 안양시 만안구","24.11.25"
"13864","경기도 구리시 토평동","955","0955","0000","토평마을 e편한세상","84.5990","202408","23","91,000","107","15","개인","개인","2001","장자호수길 125","-","중개거래","경기 구리시","25.01.15"
"13865","경기도 의왕시 오전동","841","0841","0000","백합벽산","49.8600","202408","23","35,000","105","6","개인","개인","1994","오전로 179","-","중개거래","경기 의왕시","24.09.30"
"13866","경기도 안양시 만안구 안양동","1393","1393","0000","래미안안양메가트리아","39.5000","202408","23","38,000","114동","12","개인","개인","2016","안양천서로 177","-","중개거래","경기 안양시 만안구","24.12.05"
"13867","경기도 평택시 용이동","642","0642","0000","평택비전레이크푸르지오","84.3221","202408","23","48,500","2001동","16","개인","개인","2019","용죽1로 13","-","중개거래","경기 평택시","24.08.29"
"13868","경기도 고양시 덕양구 도내동","1107","1107","0000","고양원흥동일스위트","84.9832","202408","23","87,000","710동","12","개인","개인","2018","도래울1로 80","-","중개거래","경기 고양시 덕양구","24.11.25"
"13869","경기도 하남시 덕풍동","688","0688","0000","한솔리치빌(3단지)","84.9900","202408","23","58,000","301","15","개인","개인","2006","덕산로 80","-","중개거래","경기 하남시","24.09.20"
"13870","경기도 시흥시 배곧동","14","0014","0000","시흥배곧신도시이지더원1차더퍼스트","59.5476","202408","23","38,800","107동","3","개인","개인","2017","해송십리로 472-12","-","중개거래","경기 시흥시","24.10.02"
"13871","경기도 시흥시 배곧동","279","0279","0000","시흥배곧신도시 이지더원2차 에듀그린","76.6180","202408","23","47,000","204동","4","개인","개인","2017","서울대학로 100","-","중개거래","경기 시흥시","24.09.30"
"13872","경기도 수원시 권선구 곡반정동","654","0654","0000","수원하늘채더퍼스트2단지","74.8800","202408","23","61,900","211","15","개인","개인","2022","망포로 14","-","중개거래","경기 수원시 권선구","24.11.18"
"13873","경기도 시흥시 배곧동","245","0245","0000","한라비발디캠퍼스2차","84.8275","202408","23","51,500","207동","4","개인","개인","2018","배곧1로 27-16","-","중개거래","경기 시흥시","24.10.11"
"13874","경기도 하남시 덕풍동","823","0823","0000","하남풍산아이파크(1단지)","100.9060","202408","23","109,000","113","12","개인","개인","2008","덕풍남로 11","-","중개거래","경기 하남시","24.10.15"
"13875","경기도 남양주시 다산동","6029","6029","0000","다산롯데캐슬","84.9900","202408","23","59,000","2209동","24","개인","개인","2017","다산중앙로146번길 7","-","직거래","-","24.09.03"
"13876","경기도 안양시 동안구 평촌동","899-2","0899","0002","향촌마을현대4차","59.9400","202408","23","81,800","207","4","개인","개인","1992","귀인로 193","-","중개거래","경기 안양시 동안구","24.12.16"
"13877","경기도 안양시 동안구 평촌동","932-4","0932","0004","꿈마을한신","96.6600","202408","23","80,000","710","6","개인","개인","1993","관평로 68","-","직거래","-","24.09.20"
"13878","경기도 안산시 단원구 초지동","802","0802","0000","초지역메이저타운푸르지오파크단지","59.9333","202408","23","58,000","101","1","개인","개인","2019","원초로 90","-","중개거래","경기 안산시 단원구","24.11.11"
"13879","경기도 안산시 단원구 초지동","803","0803","0000","초지역메이저타운푸르지오메트로단지","84.5027","202408","23","85,750","107","20","개인","개인","2019","화랑로 170","-","중개거래","경기 안산시 단원구","24.10.16"
"13880","경기도 수원시 영통구 하동","1013","1013","0000","광교더리브","84.8100","202408","23","92,800","6208","1","개인","개인","2013","센트럴파크로 34","-","중개거래","경기 수원시 영통구","24.09.27"
"13881","경기도 고양시 일산동구 성석동","1077","1077","0000","청원네이처빌","79.8600","202408","23","23,000","104","7","개인","개인","2004","고봉로658번길 63","-","중개거래","경기 고양시 일산동구","24.09.20"
"13882","경기도 고양시 일산동구 사리현동","466-1","0466","0001","현대그린","38.5200","202408","23","6,700","C","4","개인","개인","1989","성현로 508","-","중개거래","경기 고양시 일산동구","24.10.14"
"13883","경기도 남양주시 오남읍 오남리","683-30","0683","0030","진주(8차)","39.5400","202408","23","9,800","제802","2","개인","개인","1990","진건오남로 631","-","중개거래","경기 남양주시","24.09.30"
"13884","경기도 남양주시 오남읍 오남리","426","0426","0000","신일해피트리(2차)","84.8410","202408","23","23,300","201","2","개인","개인","2004","진건오남로 516-74","-","중개거래","경기 남양주시","24.10.04"
"13885","경기도 남양주시 오남읍 오남리","891","0891","0000","오남아이파크","84.8620","202408","23","41,800","107","18","개인","개인","2009","진건오남로759번길 110","-","중개거래","경기 남양주시","24.10.21"
"13886","경기도 남양주시 오남읍 오남리","464","0464","0000","금호어울림","84.9700","202408","23","28,000","114","6","개인","개인","2006","진건오남로 470","-","중개거래","경기 남양주시","24.10.07"
"13887","경기도 안양시 만안구 석수동","786","0786","0000","코오롱하늘채","84.5580","202408","23","60,100","104","11","개인","개인","2010","충훈로 92","-","중개거래","경기 안양시 만안구","24.10.10"
"13888","경기도 수원시 영통구 이의동","1252","1252","0000","광교역참누리포레스트","59.5477","202408","23","66,000","7005","5","개인","개인","2015","대학3로 55","-","중개거래","경기 수원시 영통구","24.09.26"
"13889","경기도 수원시 영통구 이의동","1370","1370","0000","광교에듀포레","75.7500","202408","23","109,000","5002","8","개인","개인","2014","에듀타운로 7","-","중개거래","경기 수원시 영통구","24.11.13"
"13890","경기도 수원시 영통구 이의동","1370","1370","0000","광교에듀포레","84.8900","202408","23","118,000","5003","16","개인","개인","2014","에듀타운로 7","-","중개거래","경기 수원시 영통구","24.12.18"
"13891","경기도 수원시 영통구 이의동","1370","1370","0000","광교에듀포레","75.7400","202408","23","109,000","5003","9","개인","개인","2014","에듀타운로 7","-","중개거래","경기 수원시 영통구","24.10.30"
"13892","경기도 수원시 영통구 이의동","1334","1334","0000","광교센트럴뷰","74.7300","202408","23","115,000","6001","9","개인","개인","2013","센트럴타운로22번길 36","-","중개거래","경기 수원시 영통구","24.11.22"
"13893","경기도 의정부시 호원동","419-2","0419","0002","신도5","59.9920","202408","23","24,700","501","5","개인","개인","1996","회룡로149번길 9","-","중개거래","경기 의정부시","24.11.27"
"13894","경기도 의정부시 호원동","446","0446","0000","우성1","127.4200","202408","23","49,800","101","4","개인","개인","1993","안말로85번길 10","-","중개거래","경기 김포시, 경기 의정부시","24.11.05"
"13895","경기도 의정부시 호원동","451","0451","0000","우성5","59.9810","202408","23","31,500","505","12","개인","개인","1995","안말로 90","-","중개거래","경기 의정부시","24.11.04"
"13896","경기도 의정부시 호원동","322-5","0322","0005","뉴삼익호원2","84.7400","202408","23","34,500","201동","1","개인","개인","1997","호동로 72","-","중개거래","경기 의정부시","24.10.17"
"13897","경기도 의정부시 호원동","55-4","0055","0004","신일유토빌","59.9200","202408","23","40,000","111","1","개인","개인","2003","호암로 256","-","중개거래","경기 의정부시","24.11.04"
"13898","경기도 남양주시 다산동","6235","6235","0000","다산펜테리움리버테라스Ⅱ","84.9527","202408","23","84,300","7513","14","개인","개인","2019","다산지금로146번길 117","-","중개거래","경기 남양주시","24.12.30"
"13899","경기도 용인시 처인구 역북동","809","0809","0000","역북지웰푸르지오","74.9964","202408","23","53,000","104동","23","개인","개인","2017","명지로40번길 35-16","-","중개거래","경기 용인시 처인구","24.10.31"
"13900","경기도 고양시 덕양구 향동동","405","0405","0000","DMC두산위브더퍼스트","59.9400","202408","23","58,300","303동","10","개인","개인","2020","향기5로 66","-","중개거래","경기 고양시 덕양구","24.09.27"
"13901","경기도 고양시 덕양구 향동동","571","0571","0000","DMC호반베르디움더포레2단지","70.8787","202408","23","73,000","206동","2","개인","개인","2019","향기2로 22","-","중개거래","경기 고양시 덕양구, 서울 마포구","24.10.29"
"13902","경기도 고양시 덕양구 향동동","570","0570","0000","DMC리슈빌더포레스트","84.9887","202408","23","85,000","115동","10","개인","개인","2019","향기로 30","-","중개거래","경기 고양시 덕양구","24.11.28"
"13903","경기도 의왕시 내손동","844","0844","0000","인덕원 센트럴 자이 2단지","59.9510","202408","23","78,000","203","11","개인","법인","2009","내손로 14","-","중개거래","경기 의왕시","24.09.25"
"13904","경기도 의왕시 내손동","844","0844","0000","인덕원 센트럴 자이 2단지","59.8400","202408","23","78,000","205","18","개인","개인","2009","내손로 14","-","중개거래","경기 의왕시","24.10.24"
"13905","경기도 수원시 영통구 이의동","1334","1334","0000","광교센트럴뷰","74.7300","202408","23","121,000","6003","13","개인","개인","2013","센트럴타운로22번길 36","-","중개거래","경기 수원시 영통구","24.12.17"
"13906","경기도 수원시 영통구 이의동","1344","1344","0000","자연앤힐스테이트","84.5000","202408","23","120,000","5408","15","개인","개인","2012","도청로 65","-","직거래","-","24.10.04"
"13907","경기도 고양시 일산동구 풍동","1286","1286","0000","숲속마을2단지","84.8800","202408","23","48,000","210","10","개인","개인","2006","숲속마을1로 55","-","중개거래","경기 고양시 일산동구","24.09.04"
"13908","경기도 군포시 당동","979-1","0979","0001","용호마을e-편한세상","84.9690","202408","23","54,500","102","4","개인","개인","2005","용호1로21번길 15","-","중개거래","경기 군포시","24.10.21"
"13909","경기도 군포시 당동","979-1","0979","0001","용호마을e-편한세상","120.6310","202408","23","72,300","105","10","개인","개인","2005","용호1로21번길 15","-","중개거래","경기 군포시","25.01.03"
"13910","경기도 군포시 당동","796","0796","0000","무지개마을케이씨씨","84.8414","202408","23","47,000","102","6","개인","개인","2006","당동로21번길 52","-","중개거래","경기 군포시","25.01.31"
"13911","경기도 군포시 당동","903-8","0903","0008","덕산106동(903-8)","53.9600","202408","23","33,000","106","9","개인","개인","2004","군포로476번길 7","-","중개거래","경기 군포시","24.10.16"
"13912","경기도 군포시 당동","874","0874","0000","주공2단지(874)","49.5900","202408","23","30,800","202","19","개인","개인","1997","용호2로 11","-","중개거래","경기 군포시","24.10.30"
"13913","경기도 하남시 망월동","1060","1060","0000","미사강변푸르지오","84.9852","202408","23","123,000","114동","5","개인","개인","2016","미사강변대로 165","-","중개거래","경기 하남시","24.11.27"
"13914","경기도 안양시 동안구 평촌동","897-7","0897","0007","초원LG","84.9000","202408","23","81,500","502","11","개인","개인","1993","부림로 52","-","중개거래","경기 안양시 동안구","24.11.29"
"13915","경기도 수원시 권선구 호매실동","1408","1408","0000","호매실스타힐스","59.9800","202408","23","40,750","2104","19","개인","개인","2018","호매실로 103","-","중개거래","경기 수원시 권선구","24.10.29"
"13916","경기도 수원시 권선구 호매실동","1371","1371","0000","호매실마을13단지","59.9300","202408","23","37,300","1305","1","개인","개인","2015","호매실로218번길 111","-","중개거래","경기 수원시 권선구","24.10.31"
"13917","경기도 안산시 상록구 사동","1506","1506","0000","본오","42.5100","202408","23","13,500","103","13","개인","개인","1992","선진로 108","-","중개거래","경기 안산시 상록구","24.10.15"
"13918","경기도 수원시 영통구 원천동","589","0589","0000","광교중흥에스클래스","84.9388","202408","23","162,000","103동","27","개인","개인","2019","광교호수공원로 277","-","중개거래","경기 수원시 영통구","24.10.30"
"13919","경기도 수원시 영통구 원천동","606","0606","0000","광교호반베르디움","59.9306","202408","23","82,000","1002","20","개인","개인","2014","광교호수공원로 45","-","중개거래","경기 수원시 영통구","24.10.30"
"13920","경기도 광명시 하안동","864","0864","0000","이편한세상센트레빌","123.7000","202408","23","108,500","201","6","개인","개인","2010","오리로 801","-","중개거래","경기 광명시","24.10.23"
"13921","경기도 광명시 하안동","864","0864","0000","이편한세상센트레빌","84.9750","202408","23","94,300","303","1","개인","개인","2010","오리로 801","-","중개거래","경기 광명시","24.12.23"
"13922","경기도 광명시 하안동","30","0030","0000","주공10","45.7700","202408","23","45,000","1016","10","개인","개인","1990","하안로 320","-","중개거래","경기 광명시","24.12.10"
"13923","경기도 광명시 하안동","651","0651","0000","주공4","45.9000","202408","23","39,000","405","10","개인","개인","1989","안현로 36","-","중개거래","경기 광명시","24.09.10"
"13924","경기도 광명시 하안동","295","0295","0000","주공7","58.0100","202408","23","52,000","702","4","개인","개인","1990","금당로 13","-","중개거래","경기 광명시","24.11.13"
"13925","전라남도 무안군 일로읍 오룡리","111","0111","0000","오룡에듀포레푸르지오(2단지)","84.9973","202408","23","35,700","201동","10","개인","개인","2020","오룡중앙동로 65","-","중개거래","전남 무안군","24.09.25"
"13926","전북특별자치도 완주군 봉동읍 둔산리","898-2","0898","0002","전주첨단코아루1차","84.9187","202408","23","13,800","104","13","개인","개인","2005","둔산3로 63","-","중개거래","전북 완주군","24.09.02"
"13927","경상북도 김천시 신음동","1309","1309","0000","주공그린빌","84.8000","202408","23","24,500","202","5","개인","개인","2003","신음새동네길 111","-","중개거래","경북 김천시","24.11.29"
"13928","전북특별자치도 군산시 오식도동","806-3","0806","0003","한성필하우스","59.9370","202408","23","10,000","102","12","개인","개인","2012","요죽길 76","-","중개거래","전북 군산시","24.10.18"
"13929","제주특별자치도 제주시 노형동","1028-1","1028","0001","노형세기5차","58.3700","202408","23","12,500","-","4","개인","개인","1995","월랑북길 43","-","중개거래","제주 제주시","24.09.25"
"13930","경상남도 창원시 진해구 이동","445-2","0445","0002","진해이동디에스아이존빌","84.8366","202408","23","29,800","101","1","개인","개인","2008","병암로 20","-","중개거래","경남 창원시 진해구","24.11.13"
"13931","전북특별자치도 군산시 산북동","3644","3644","0000","하나리움시티","59.9896","202408","23","12,550","113","5","개인","개인","2014","칠성7길 56","-","중개거래","전북 군산시","24.09.20"
"13932","전북특별자치도 전주시 완산구 평화동2가","889-7","0889","0007","호반리젠시빌","84.7555","202408","23","26,500","106","5","개인","개인","2002","평화로 95","-","중개거래","전북 전주시 완산구","24.11.08"
"13933","전북특별자치도 전주시 완산구 평화동2가","312-6","0312","0006","우미","60.0000","202408","23","10,500","101","6","기타","개인","1996","모악로 4685","-","중개거래","전북 전주시 완산구","24.09.30"
"13934","강원특별자치도 삼척시 성북동","67-1","0067","0001","명보1","59.8500","202408","23","4,100","-","4","개인","개인","1991","오십천로 333","-","직거래","-","24.09.09"
"13935","경상북도 김천시 부곡동","1558","1558","0000","김천센트럴자이","59.9770","202408","23","26,500","107","6","개인","개인","2019","부곡길 137","-","중개거래","경북 김천시","24.09.13"
"13936","경상북도 김천시 율곡동","411","0411","0000","센트럴파크한신휴플러스","84.9718","202408","23","30,000","202동","2","개인","개인","2016","혁신4로 12","-","중개거래","경북 김천시","24.10.18"
"13937","경상북도 경산시 백천동","571-2","0571","0002","경산백천월드메르디앙","84.9481","202408","23","24,000","-","9","개인","개인","2005","경청로221길 12","20240920","중개거래","경북 경산시","-"
"13938","전북특별자치도 전주시 완산구 평화동2가","567","0567","0000","동신","59.5800","202408","23","17,700","112","15","개인","개인","1999","양지2길 10","-","중개거래","전북 전주시 완산구","24.09.27"
"13939","전라남도 광양시 광양읍 덕례리","1822","1822","0000","수시아","73.0771","202408","23","24,500","102","21","개인","개인","2012","서산길 43","-","중개거래","전남 광양시","24.11.27"
"13940","경상남도 양산시 중부동","694-1","0694","0001","양산신도시뜰안채아파트","49.6000","202408","23","16,300","112","5","개인","개인","2000","양주로 113","-","중개거래","경남 양산시","24.09.20"
"13941","경상남도 양산시 중부동","697-1","0697","0001","현대2","59.7900","202408","23","16,800","102","14","개인","개인","2000","양주로 114","-","중개거래","경남 양산시","24.09.20"
"13942","경상남도 창원시 성산구 천선동","1142","1142","0000","서광파크빌","84.8446","202408","23","24,500","103","6","개인","개인","2002","안민안길 50","-","중개거래","경남 창원시 성산구","25.01.07"
"13943","강원특별자치도 춘천시 신북읍 천전리","1351","1351","0000","춘천해강","59.9600","202408","23","7,700","101","15","개인","개인","1997","상천2길 52","-","중개거래","강원 춘천시","24.09.13"
"13944","강원특별자치도 원주시 반곡동","1894-2","1894","0002","힐데스하임5단지","84.9593","202408","23","42,700","504","15","개인","개인","2015","혁신로 91","-","중개거래","강원 원주시","24.11.20"
"13945","강원특별자치도 원주시 반곡동","1964-7","1964","0007","반곡모아엘가","84.9294","202408","23","34,000","704동","6","개인","개인","2017","세계로 111","-","중개거래","강원 원주시","24.10.23"
"13946","강원특별자치도 원주시 반곡동","2047-5","2047","0005","중흥에스-클래스프라디움","84.9907","202408","23","37,000","209동","17","개인","개인","2016","배울로 24","-","중개거래","강원 원주시","24.10.11"
"13947","경상북도 경산시 백천동","571-2","0571","0002","경산백천월드메르디앙","84.9481","202408","23","24,000","-","9","개인","개인","2005","경청로221길 12","20240913","중개거래","경북 경산시","-"
"13948","경상남도 양산시 물금읍 범어리","2673-8","2673","0008","양산2차e편한세상","59.9500","202408","23","22,000","102","12","개인","개인","2007","신주로 35","-","중개거래","경남 양산시","24.11.07"
"13949","강원특별자치도 강릉시 교동","1780","1780","0000","부영3차","84.9300","202408","23","32,000","102","8","개인","개인","2001","하슬라로 124","-","직거래","-","24.10.04"
"13950","전북특별자치도 전주시 덕진구 팔복동2가","130-2","0130","0002","팔복동남양임대","37.8000","202408","23","4,900","103","10","개인","개인","1999","팔복1길 6","-","중개거래","전북 전주시 덕진구","24.09.20"
"13951","경상북도 경산시 사동","662-1","0662","0001","부영1차","50.1860","202408","23","7,267","106","15","개인","법인","2001","백자로20길 53","-","직거래","-","24.09.19"
"13952","경상남도 양산시 물금읍 범어리","2713-1","2713","0001","신창비바패밀리","84.8400","202408","23","30,000","110","22","개인","개인","2009","신주로 69","-","중개거래","경남 양산시","24.09.09"
"13953","경상남도 양산시 물금읍 범어리","2712-14","2712","0014","양산신도시반도유보라2차","84.9727","202408","23","37,500","101","20","개인","개인","2013","범어로 57","-","중개거래","경남 양산시","24.10.15"
"13954","경상남도 김해시 외동","1427","1427","0000","김해외동협성엘리시안","59.9166","202408","23","26,000","-","4","개인","개인","2019","분성로 4","20240823","중개거래","경남 김해시","-"
"13955","경상북도 경산시 사동","600-3","0600","0003","초원파크","59.9500","202408","23","3,515","-","14","개인","개인","1991","백양로 91","-","직거래","-","24.09.02"
"13956","경상남도 김해시 구산동","1074","1074","0000","일동미라주","59.9715","202408","23","19,900","108","13","개인","개인","2013","김해대로1902번길 30","-","중개거래","경남 김해시","24.10.18"
"13957","전북특별자치도 전주시 덕진구 우아동2가","869","0869","0000","선변OGIO","84.9035","202408","23","24,000","101","7","개인","개인","2008","석소2길 30","-","중개거래","전북 전주시 덕진구","24.08.30"
